文件名,背景颜色(Background),相机高度(Height),总面积占比(Area_Ratio),累积灰度密度(IOD),最大聚集块面积(Max_Cluster),大块占比(Core_Ratio),Wear_Level
Yellow_0 (121).jpg,Yellow,0 (121),0.031211,5607979,3234,0.728202,1
Yellow_0 (122).jpg,Yellow,0 (122),0.0408,7350340,3197,0.764368,1
Yellow_0 (123).jpg,Yellow,0 (123),0.04635,8471024,3668,0.779286,1
Yellow_0 (124).jpg,Yellow,0 (124),0.048716,8985513,3613,0.779206,1
Yellow_0 (125).jpg,Yellow,0 (125),0.045312,8681787,5454,0.777395,1
Yellow_0 (126).jpg,Yellow,0 (126),0.051425,9670849,5383,0.782858,2
Yellow_0 (127).jpg,Yellow,0 (127),0.055993,10631287,5399,0.788171,2
Yellow_0 (128).jpg,Yellow,0 (128),0.037556,6939125,2200,0.708829,1
Yellow_0 (129).jpg,Yellow,0 (129),0.023216,4146171,1715,0.641101,0
Yellow_0 (13).jpg,Yellow,0 (13),0.058696,11005324,7933,0.798517,2
Yellow_0 (130).jpg,Yellow,0 (130),0.028389,5344843,4683,0.685434,1
Yellow_0 (131).jpg,Yellow,0 (131),0.038354,7230509,4686,0.732509,1
Yellow_0 (132).jpg,Yellow,0 (132),0.034276,6471511,3839,0.766659,1
Yellow_0 (133).jpg,Yellow,0 (133),0.020258,3653004,1804,0.646277,0
Yellow_0 (134).jpg,Yellow,0 (134),0.011245,1969400,371,0.473512,0
Yellow_0 (135).jpg,Yellow,0 (135),0.023192,4492193,5701,0.677786,1
Yellow_0 (136).jpg,Yellow,0 (136),0.031003,6067560,5783,0.74804,1
Yellow_0 (137).jpg,Yellow,0 (137),0.035464,6930159,5689,0.769826,1
Yellow_0 (138).jpg,Yellow,0 (138),0.015747,2758207,695,0.484289,0
Yellow_0 (139).jpg,Yellow,0 (139),0.055557,10474428,2765,0.796098,2
Yellow_0 (14).jpg,Yellow,0 (14),0.040126,7139442,1727,0.668929,1
Yellow_0 (140).jpg,Yellow,0 (140),0.065125,12278602,3988,0.819257,2
Yellow_0 (141).jpg,Yellow,0 (141),0.027919,5058108,2490,0.666848,1
Yellow_0 (142).jpg,Yellow,0 (142),0.041915,7846046,4839,0.735173,1
Yellow_0 (143).jpg,Yellow,0 (143),0.051496,9717093,5500,0.783076,2
Yellow_0 (144).jpg,Yellow,0 (144),0.06281,11977467,6490,0.820544,2
Yellow_0 (145).jpg,Yellow,0 (145),0.071225,13192269,6527,0.822885,2
Yellow_0 (146).jpg,Yellow,0 (146),0.032021,5756937,1674,0.680594,1
Yellow_0 (147).jpg,Yellow,0 (147),0.045323,8466492,7115,0.7661,1
Yellow_0 (148).jpg,Yellow,0 (148),0.054867,10407176,8213,0.796203,2
Yellow_0 (149).jpg,Yellow,0 (149),0.070903,13252163,8207,0.803364,2
Yellow_0 (15).jpg,Yellow,0 (15),0.04978,9076717,2202,0.710661,1
Yellow_0 (150).jpg,Yellow,0 (150),0.067964,12615108,7917,0.793968,2
Yellow_0 (151).jpg,Yellow,0 (151),0.037949,6888007,1919,0.704638,1
Yellow_0 (152).jpg,Yellow,0 (152),0.025561,4517239,1126,0.648852,0
Yellow_0 (153).jpg,Yellow,0 (153),0.04219,8026924,6793,0.740831,1
Yellow_0 (154).jpg,Yellow,0 (154),0.05184,9613815,6960,0.759942,2
Yellow_0 (155).jpg,Yellow,0 (155),0.020718,3610189,1004,0.563109,0
Yellow_0 (156).jpg,Yellow,0 (156),0.016204,2747556,896,0.540846,0
Yellow_0 (157).jpg,Yellow,0 (157),0.025359,4751117,4787,0.684823,1
Yellow_0 (158).jpg,Yellow,0 (158),0.039349,7408532,4871,0.748208,1
Yellow_0 (159).jpg,Yellow,0 (159),0.050981,9633299,4857,0.787523,2
Yellow_0 (16).jpg,Yellow,0 (16),0.057509,10655191,3176,0.742887,2
Yellow_0 (160).jpg,Yellow,0 (160),0.04839,9157867,4698,0.787515,2
Yellow_0 (161).jpg,Yellow,0 (161),0.059511,11192299,4747,0.812818,2
Yellow_0 (162).jpg,Yellow,0 (162),0.03809,6905501,2577,0.700604,1
Yellow_0 (163).jpg,Yellow,0 (163),0.01599,2777765,1261,0.519951,0
Yellow_0 (164).jpg,Yellow,0 (164),0.02726,5043604,1620,0.66676,1
Yellow_0 (165).jpg,Yellow,0 (165),0.038217,7218696,1687,0.753726,1
Yellow_0 (166).jpg,Yellow,0 (166),0.044211,8253666,2268,0.767849,1
Yellow_0 (167).jpg,Yellow,0 (167),0.050978,9649884,8079,0.794151,2
Yellow_0 (168).jpg,Yellow,0 (168),0.062741,11905371,6982,0.807686,2
Yellow_0 (169).jpg,Yellow,0 (169),0.069129,13098327,8541,0.825692,2
Yellow_0 (17).jpg,Yellow,0 (17),0.074822,13670332,3509,0.782209,2
Yellow_0 (170).jpg,Yellow,0 (170),0.069535,13141077,5574,0.812322,2
Yellow_0 (171).jpg,Yellow,0 (171),0.045052,8301369,2263,0.711537,1
Yellow_0 (172).jpg,Yellow,0 (172),0.029306,5232039,1754,0.652547,1
Yellow_0 (173).jpg,Yellow,0 (173),0.01856,3244113,2032,0.581701,0
Yellow_0 (174).jpg,Yellow,0 (174),0.03057,5766034,5235,0.705605,1
Yellow_0 (175).jpg,Yellow,0 (175),0.036827,6956109,5220,0.712375,1
Yellow_0 (176).jpg,Yellow,0 (176),0.046842,8759657,6378,0.759787,1
Yellow_0 (177).jpg,Yellow,0 (177),0.046385,8844826,6421,0.750304,1
Yellow_0 (178).jpg,Yellow,0 (178),0.033447,5988896,1995,0.670365,1
Yellow_0 (179).jpg,Yellow,0 (179),0.044335,8298901,5873,0.712573,1
Yellow_0 (18).jpg,Yellow,0 (18),0.049186,8879013,2664,0.714008,1
Yellow_0 (180).jpg,Yellow,0 (180),0.047509,8903095,5799,0.7315,1
Yellow_0 (181).jpg,Yellow,0 (181),0.051135,9450176,5701,0.751411,2
Yellow_0 (182).jpg,Yellow,0 (182),0.06235,11617430,2924,0.78062,2
Yellow_0 (183).jpg,Yellow,0 (183),0.050023,9110517,2696,0.71762,1
Yellow_0 (184).jpg,Yellow,0 (184),0.05665,10557864,2827,0.739489,2
Yellow_0 (185).jpg,Yellow,0 (185),0.060552,11241572,2723,0.746349,2
Yellow_0 (186).jpg,Yellow,0 (186),0.048518,9000986,3499,0.765935,1
Yellow_0 (187).jpg,Yellow,0 (187),0.031885,5744404,2247,0.688787,1
Yellow_0 (188).jpg,Yellow,0 (188),0.04046,7536178,2096,0.728599,1
Yellow_0 (189).jpg,Yellow,0 (189),0.047959,8851838,3028,0.740741,1
Yellow_0 (19).jpg,Yellow,0 (19),0.033619,5968606,1684,0.60304,1
Yellow_0 (190).jpg,Yellow,0 (190),0.052935,9819081,2917,0.745311,2
Yellow_0 (191).jpg,Yellow,0 (191),0.024207,4312487,1082,0.611054,0
Yellow_0 (192).jpg,Yellow,0 (192),0.033352,6246488,5539,0.689267,1
Yellow_0 (193).jpg,Yellow,0 (193),0.042003,7812286,5638,0.72449,1
Yellow_0 (194).jpg,Yellow,0 (194),0.046834,8744586,5315,0.754112,1
Yellow_0 (195).jpg,Yellow,0 (195),0.057768,10632049,5207,0.782997,2
Yellow_0 (196).jpg,Yellow,0 (196),0.04251,7772535,3901,0.750645,1
Yellow_0 (197).jpg,Yellow,0 (197),0.056675,10635821,4957,0.781628,2
Yellow_0 (198).jpg,Yellow,0 (198),0.06307,11965993,8718,0.794013,2
Yellow_0 (199).jpg,Yellow,0 (199),0.042528,7728254,2243,0.71437,1
Yellow_0 (2).jpg,Yellow,0 (2),0.060442,11331872,2578,0.747913,2
Yellow_0 (20).jpg,Yellow,0 (20),0.023165,3997626,1708,0.609818,0
Yellow_0 (200).jpg,Yellow,0 (200),0.04883,9015867,2185,0.733456,1
Yellow_0 (21).jpg,Yellow,0 (21),0.035291,6452662,1754,0.690598,1
Yellow_0 (22).jpg,Yellow,0 (22),0.050426,9434008,7527,0.768704,2
Yellow_0 (23).jpg,Yellow,0 (23),0.052011,9608476,7520,0.761,2
Yellow_0 (24).jpg,Yellow,0 (24),0.06644,12226486,7362,0.793503,2
Yellow_0 (25).jpg,Yellow,0 (25),0.04789,8790362,2464,0.739889,1
Yellow_0 (26).jpg,Yellow,0 (26),0.032537,5887939,2439,0.688888,1
Yellow_0 (27).jpg,Yellow,0 (27),0.015318,2646385,721,0.594531,0
Yellow_0 (28).jpg,Yellow,0 (28),0.02685,5118224,2487,0.744272,1
Yellow_0 (29).jpg,Yellow,0 (29),0.036809,7078487,6333,0.770893,1
Yellow_0 (3).jpg,Yellow,0 (3),0.061688,11490749,2552,0.755558,2
Yellow_0 (30).jpg,Yellow,0 (30),0.048659,9198808,6300,0.805972,2
Yellow_0 (31).jpg,Yellow,0 (31),0.05587,10427421,6292,0.814818,2
Yellow_0 (32).jpg,Yellow,0 (32),0.062189,11593643,6224,0.815993,2
Yellow_0 (33).jpg,Yellow,0 (33),0.044255,8112698,2508,0.736864,1
Yellow_0 (34).jpg,Yellow,0 (34),0.031054,5640855,1817,0.661204,1
Yellow_0 (35).jpg,Yellow,0 (35),0.023062,4186928,2484,0.6252,0
Yellow_0 (36).jpg,Yellow,0 (36),0.017033,3073160,1622,0.637979,0
Yellow_0 (37).jpg,Yellow,0 (37),0.021858,4062130,1667,0.687004,1
Yellow_0 (38).jpg,Yellow,0 (38),0.051303,9627842,5598,0.806751,2
Yellow_0 (39).jpg,Yellow,0 (39),0.048126,9082701,4217,0.773634,1
Yellow_0 (4).jpg,Yellow,0 (4),0.049009,9139352,2186,0.733877,1
Yellow_0 (40).jpg,Yellow,0 (40),0.057327,10900680,4085,0.786024,2
Yellow_0 (41).jpg,Yellow,0 (41),0.065667,12493884,3975,0.799104,2
Yellow_0 (42).jpg,Yellow,0 (42),0.065768,12420723,3821,0.790322,2
Yellow_0 (43).jpg,Yellow,0 (43),0.041592,7671306,2400,0.744515,1
Yellow_0 (44).jpg,Yellow,0 (44),0.027981,5072926,1889,0.70361,1
Yellow_0 (45).jpg,Yellow,0 (45),0.038809,7318823,4131,0.762819,1
Yellow_0 (46).jpg,Yellow,0 (46),0.044607,8379546,4000,0.779591,1
Yellow_0 (47).jpg,Yellow,0 (47),0.044531,8215550,3933,0.764815,1
Yellow_0 (48).jpg,Yellow,0 (48),0.048972,9187335,3995,0.780892,2
Yellow_0 (49).jpg,Yellow,0 (49),0.065084,12208044,3967,0.800237,2
Yellow_0 (5).jpg,Yellow,0 (5),0.063265,11829516,3908,0.773982,2
Yellow_0 (50).jpg,Yellow,0 (50),0.069261,13070470,3904,0.811064,2
Yellow_0 (51).jpg,Yellow,0 (51),0.059219,11089920,3545,0.764622,2
Yellow_0 (52).jpg,Yellow,0 (52),0.043021,8009057,2921,0.729394,1
Yellow_0 (53).jpg,Yellow,0 (53),0.025368,4525122,1213,0.664528,1
Yellow_0 (54).jpg,Yellow,0 (54),0.036037,6768692,3832,0.743015,1
Yellow_0 (55).jpg,Yellow,0 (55),0.043866,8072739,3791,0.75645,1
Yellow_0 (56).jpg,Yellow,0 (56),0.0479,9138419,3728,0.757028,1
Yellow_0 (57).jpg,Yellow,0 (57),0.053355,10088580,3711,0.769279,2
Yellow_0 (58).jpg,Yellow,0 (58),0.057828,10970198,5243,0.799358,2
Yellow_0 (59).jpg,Yellow,0 (59),0.060627,11470268,5187,0.800014,2
Yellow_0 (6).jpg,Yellow,0 (6),0.072262,13356728,4343,0.7946,2
Yellow_0 (60).jpg,Yellow,0 (60),0.067791,12593077,5697,0.814873,2
Yellow_0 (61).jpg,Yellow,0 (61),0.068901,13015531,5586,0.809336,2
Yellow_0 (62).jpg,Yellow,0 (62),0.06837,12914329,5567,0.806126,2
Yellow_0 (63).jpg,Yellow,0 (63),0.06886,13055030,5423,0.80763,2
Yellow_0 (64).jpg,Yellow,0 (64),0.046775,8794525,4244,0.755312,1
Yellow_0 (65).jpg,Yellow,0 (65),0.025998,4692370,1450,0.669032,1
Yellow_0 (66).jpg,Yellow,0 (66),0.03269,6146845,3835,0.703953,1
Yellow_0 (67).jpg,Yellow,0 (67),0.039619,7498546,3754,0.746583,1
Yellow_0 (68).jpg,Yellow,0 (68),0.04754,9072425,4666,0.772762,1
Yellow_0 (69).jpg,Yellow,0 (69),0.050221,9468584,4601,0.780896,2
Yellow_0 (7).jpg,Yellow,0 (7),0.055636,10109160,3788,0.75038,2
Yellow_0 (70).jpg,Yellow,0 (70),0.058404,10971568,6536,0.782332,2
Yellow_0 (71).jpg,Yellow,0 (71),0.056507,10761556,4116,0.780517,2
Yellow_0 (72).jpg,Yellow,0 (72),0.060794,11420889,5596,0.775541,2
Yellow_0 (73).jpg,Yellow,0 (73),0.046221,8550174,1610,0.71721,1
Yellow_0 (74).jpg,Yellow,0 (74),0.036399,6786669,1648,0.700492,1
Yellow_0 (75).jpg,Yellow,0 (75),0.023279,4175687,1182,0.625804,0
Yellow_0 (76).jpg,Yellow,0 (76),0.032211,5985102,2884,0.699353,1
Yellow_0 (77).jpg,Yellow,0 (77),0.034938,6591998,2974,0.721016,1
Yellow_0 (78).jpg,Yellow,0 (78),0.040323,7560503,5141,0.74517,1
Yellow_0 (79).jpg,Yellow,0 (79),0.050579,9544722,5068,0.780066,2
Yellow_0 (8).jpg,Yellow,0 (8),0.031377,5583857,2231,0.656292,1
Yellow_0 (80).jpg,Yellow,0 (80),0.062128,11449439,5098,0.804268,2
Yellow_0 (81).jpg,Yellow,0 (81),0.030625,5704594,1698,0.651467,1
Yellow_0 (82).jpg,Yellow,0 (82),0.040947,7777548,2318,0.696611,1
Yellow_0 (83).jpg,Yellow,0 (83),0.044714,8381916,2317,0.71588,1
Yellow_0 (84).jpg,Yellow,0 (84),0.051115,9762261,4635,0.735756,2
Yellow_0 (85).jpg,Yellow,0 (85),0.056941,10780982,4585,0.747127,2
Yellow_0 (86).jpg,Yellow,0 (86),0.060909,11500219,4608,0.77274,2
Yellow_0 (87).jpg,Yellow,0 (87),0.073543,13766134,4661,0.790873,2
Yellow_0 (88).jpg,Yellow,0 (88),0.045576,8469613,2409,0.740876,1
Yellow_0 (89).jpg,Yellow,0 (89),0.025257,4520302,1443,0.641878,0
Yellow_0 (9).jpg,Yellow,0 (9),0.022933,3957295,1236,0.635439,0
Yellow_0 (90).jpg,Yellow,0 (90),0.020065,3616838,1451,0.617673,0
Yellow_0 (91).jpg,Yellow,0 (91),0.035649,6839683,3346,0.739849,1
Yellow_0 (92).jpg,Yellow,0 (92),0.038382,7265031,3518,0.728126,1
Yellow_0 (93).jpg,Yellow,0 (93),0.045113,8706753,3756,0.766259,1
Yellow_0 (94).jpg,Yellow,0 (94),0.047323,8872229,3977,0.761012,1
Yellow_0 (95).jpg,Yellow,0 (95),0.05164,9794834,3921,0.776533,2
Yellow_0 (96).jpg,Yellow,0 (96),0.059845,11201900,3669,0.785216,2
Yellow_0 (97).jpg,Yellow,0 (97),0.058662,11088274,3642,0.78477,2
Yellow_0 (98).jpg,Yellow,0 (98),0.041527,7601935,3172,0.698989,1
Yellow_0 (99).jpg,Yellow,0 (99),0.02786,4857756,1434,0.630122,0
Yellow_13mm (1).jpg,Yellow,13mm (1),0.026112,2941330,19904,0.89732,3
Yellow_13mm (10).jpg,Yellow,13mm (10),0.046591,6687940,22197,0.726652,3
Yellow_13mm (100).jpg,Yellow,13mm (100),0.059916,8971795,24470,0.773574,3
Yellow_13mm (11).jpg,Yellow,13mm (11),0.048301,7033511,22145,0.723188,3
Yellow_13mm (12).jpg,Yellow,13mm (12),0.051388,8078383,11435,0.735573,1
Yellow_13mm (13).jpg,Yellow,13mm (13),0.051146,7600752,11550,0.724499,1
Yellow_13mm (14).jpg,Yellow,13mm (14),0.046431,6128003,23908,0.733051,3
Yellow_13mm (15).jpg,Yellow,13mm (15),0.041641,5501712,24523,0.81934,3
Yellow_13mm (16).jpg,Yellow,13mm (16),0.038508,4786927,26398,0.84026,3
Yellow_13mm (17).jpg,Yellow,13mm (17),0.040461,5765154,10129,0.800129,1
Yellow_13mm (18).jpg,Yellow,13mm (18),0.045275,6973130,10310,0.800024,1
Yellow_13mm (19).jpg,Yellow,13mm (19),0.046981,7672035,10160,0.810938,1
Yellow_13mm (2).jpg,Yellow,13mm (2),0.041545,6095334,28409,0.918434,3
Yellow_13mm (20).jpg,Yellow,13mm (20),0.054555,8828200,10058,0.795079,2
Yellow_13mm (21).jpg,Yellow,13mm (21),0.05654,9299904,9939,0.806379,2
Yellow_13mm (22).jpg,Yellow,13mm (22),0.05805,9722905,9977,0.805024,2
Yellow_13mm (23).jpg,Yellow,13mm (23),0.054798,8115152,10271,0.780979,2
Yellow_13mm (24).jpg,Yellow,13mm (24),0.047245,6759133,10668,0.770974,1
Yellow_13mm (25).jpg,Yellow,13mm (25),0.045363,6111841,24736,0.748296,3
Yellow_13mm (26).jpg,Yellow,13mm (26),0.042448,5552041,26489,0.780854,3
Yellow_13mm (27).jpg,Yellow,13mm (27),0.045511,6631006,13297,0.781179,3
Yellow_13mm (28).jpg,Yellow,13mm (28),0.048121,7436139,12951,0.791287,3
Yellow_13mm (29).jpg,Yellow,13mm (29),0.051936,8027934,12696,0.779062,3
Yellow_13mm (3).jpg,Yellow,13mm (3),0.050826,7946303,12676,0.876988,3
Yellow_13mm (30).jpg,Yellow,13mm (30),0.055192,8780217,12846,0.794082,2
Yellow_13mm (31).jpg,Yellow,13mm (31),0.057542,9129185,12619,0.792272,2
Yellow_13mm (32).jpg,Yellow,13mm (32),0.055486,8026906,25062,0.785376,3
Yellow_13mm (33).jpg,Yellow,13mm (33),0.049907,6929646,25935,0.782341,3
Yellow_13mm (34).jpg,Yellow,13mm (34),0.042981,5842745,25615,0.805736,3
Yellow_13mm (35).jpg,Yellow,13mm (35),0.046799,6813332,11207,0.760213,1
Yellow_13mm (36).jpg,Yellow,13mm (36),0.050978,8081025,11361,0.798301,2
Yellow_13mm (37).jpg,Yellow,13mm (37),0.054094,8963671,11318,0.817203,2
Yellow_13mm (38).jpg,Yellow,13mm (38),0.057092,9386962,11168,0.800175,2
Yellow_13mm (39).jpg,Yellow,13mm (39),0.053997,8446864,20940,0.814766,3
Yellow_13mm (4).jpg,Yellow,13mm (4),0.056704,9185129,12600,0.840273,2
Yellow_13mm (40).jpg,Yellow,13mm (40),0.051208,7492432,23868,0.805692,3
Yellow_13mm (41).jpg,Yellow,13mm (41),0.04629,6312225,26065,0.795176,3
Yellow_13mm (42).jpg,Yellow,13mm (42),0.043256,5816748,25731,0.795384,3
Yellow_13mm (43).jpg,Yellow,13mm (43),0.046902,6499074,24430,0.792805,3
Yellow_13mm (44).jpg,Yellow,13mm (44),0.046902,6723792,22061,0.787114,3
Yellow_13mm (45).jpg,Yellow,13mm (45),0.050735,7584053,22324,0.815343,3
Yellow_13mm (46).jpg,Yellow,13mm (46),0.043149,5424138,27036,0.814942,3
Yellow_13mm (47).jpg,Yellow,13mm (47),0.045723,6479070,25952,0.817837,3
Yellow_13mm (48).jpg,Yellow,13mm (48),0.045933,6711646,16548,0.796372,3
Yellow_13mm (49).jpg,Yellow,13mm (49),0.049748,7831592,15107,0.804593,3
Yellow_13mm (5).jpg,Yellow,13mm (5),0.056849,9195384,11318,0.827226,2
Yellow_13mm (50).jpg,Yellow,13mm (50),0.053802,8919036,8139,0.81488,2
Yellow_13mm (51).jpg,Yellow,13mm (51),0.049435,7761484,11423,0.828267,2
Yellow_13mm (52).jpg,Yellow,13mm (52),0.051145,8384669,8367,0.810268,2
Yellow_13mm (53).jpg,Yellow,13mm (53),0.056941,9310585,8175,0.806048,2
Yellow_13mm (54).jpg,Yellow,13mm (54),0.051165,7560898,14111,0.794376,3
Yellow_13mm (55).jpg,Yellow,13mm (55),0.047336,6727228,24683,0.792413,3
Yellow_13mm (56).jpg,Yellow,13mm (56),0.050897,7712136,14203,0.790458,3
Yellow_13mm (57).jpg,Yellow,13mm (57),0.0573,8891284,22086,0.790448,3
Yellow_13mm (58).jpg,Yellow,13mm (58),0.060358,9589001,12885,0.788049,2
Yellow_13mm (59).jpg,Yellow,13mm (59),0.054657,7702267,26202,0.775113,3
Yellow_13mm (6).jpg,Yellow,13mm (6),0.051411,7380305,26685,0.809477,3
Yellow_13mm (60).jpg,Yellow,13mm (60),0.049548,6779327,26348,0.777019,3
Yellow_13mm (61).jpg,Yellow,13mm (61),0.041747,5527092,26425,0.808286,3
Yellow_13mm (62).jpg,Yellow,13mm (62),0.045655,6694645,22769,0.80395,3
Yellow_13mm (63).jpg,Yellow,13mm (63),0.050133,7646087,15622,0.795273,3
Yellow_13mm (64).jpg,Yellow,13mm (64),0.053271,8453233,14737,0.80053,3
Yellow_13mm (65).jpg,Yellow,13mm (65),0.053263,8416280,10312,0.804734,2
Yellow_13mm (66).jpg,Yellow,13mm (66),0.049076,7298093,23855,0.820244,3
Yellow_13mm (67).jpg,Yellow,13mm (67),0.042727,5674422,25876,0.800086,3
Yellow_13mm (68).jpg,Yellow,13mm (68),0.047732,6681250,25627,0.808979,3
Yellow_13mm (69).jpg,Yellow,13mm (69),0.050161,7467693,22944,0.805226,3
Yellow_13mm (7).jpg,Yellow,13mm (7),0.043081,5403366,26779,0.783165,3
Yellow_13mm (70).jpg,Yellow,13mm (70),0.056488,8748737,21048,0.802474,3
Yellow_13mm (71).jpg,Yellow,13mm (71),0.057616,9033158,13521,0.800881,3
Yellow_13mm (72).jpg,Yellow,13mm (72),0.052952,7650966,14411,0.797299,3
Yellow_13mm (73).jpg,Yellow,13mm (73),0.046547,6592362,13703,0.80118,3
Yellow_13mm (74).jpg,Yellow,13mm (74),0.051316,7661337,12690,0.791745,3
Yellow_13mm (75).jpg,Yellow,13mm (75),0.054494,8433631,11950,0.788838,2
Yellow_13mm (76).jpg,Yellow,13mm (76),0.056803,8970905,11332,0.807011,2
Yellow_13mm (77).jpg,Yellow,13mm (77),0.059773,9619221,11171,0.810863,2
Yellow_13mm (78).jpg,Yellow,13mm (78),0.056175,8312706,25041,0.776323,3
Yellow_13mm (79).jpg,Yellow,13mm (79),0.047331,6297325,27684,0.735557,3
Yellow_13mm (8).jpg,Yellow,13mm (8),0.040356,5299486,24931,0.795736,3
Yellow_13mm (80).jpg,Yellow,13mm (80),0.04872,6842476,24327,0.737817,3
Yellow_13mm (81).jpg,Yellow,13mm (81),0.053223,8012575,15539,0.778879,3
Yellow_13mm (82).jpg,Yellow,13mm (82),0.05432,8276952,15701,0.784163,3
Yellow_13mm (83).jpg,Yellow,13mm (83),0.057505,9092725,15714,0.785705,3
Yellow_13mm (84).jpg,Yellow,13mm (84),0.060109,9752135,15202,0.793667,3
Yellow_13mm (85).jpg,Yellow,13mm (85),0.056923,8388683,24312,0.789592,3
Yellow_13mm (86).jpg,Yellow,13mm (86),0.050162,6938389,25676,0.76041,3
Yellow_13mm (87).jpg,Yellow,13mm (87),0.043015,5611064,28328,0.790001,3
Yellow_13mm (88).jpg,Yellow,13mm (88),0.045575,6350684,25155,0.775939,3
Yellow_13mm (89).jpg,Yellow,13mm (89),0.048879,7270263,13976,0.771838,3
Yellow_13mm (9).jpg,Yellow,13mm (9),0.045723,5930317,23321,0.704708,3
Yellow_13mm (90).jpg,Yellow,13mm (90),0.051585,7947111,13660,0.777098,3
Yellow_13mm (91).jpg,Yellow,13mm (91),0.057662,8983352,13371,0.785495,3
Yellow_13mm (92).jpg,Yellow,13mm (92),0.05502,8162082,24611,0.806473,3
Yellow_13mm (93).jpg,Yellow,13mm (93),0.057972,9207329,13590,0.80158,3
Yellow_13mm (94).jpg,Yellow,13mm (94),0.062074,9587064,22970,0.80144,3
Yellow_13mm (95).jpg,Yellow,13mm (95),0.051229,7213583,25324,0.774914,3
Yellow_13mm (96).jpg,Yellow,13mm (96),0.046855,6345532,27218,0.781992,3
Yellow_13mm (97).jpg,Yellow,13mm (97),0.047962,6830143,24117,0.767047,3
Yellow_13mm (98).jpg,Yellow,13mm (98),0.054361,8123485,25244,0.793189,3
Yellow_13mm (99).jpg,Yellow,13mm (99),0.053263,7967227,23555,0.782631,3
Yellow_36mm (1).jpg,Yellow,36mm (1),0.01736,2910521,2457,0.856366,1
Yellow_36mm (10).jpg,Yellow,36mm (10),0.036903,5856579,2202,0.67633,1
Yellow_36mm (100).jpg,Yellow,36mm (100),0.056132,9425331,3758,0.742843,2
Yellow_36mm (11).jpg,Yellow,36mm (11),0.043635,6899871,3437,0.713533,1
Yellow_36mm (12).jpg,Yellow,36mm (12),0.049176,8273691,4220,0.730897,1
Yellow_36mm (13).jpg,Yellow,36mm (13),0.04539,7566147,5156,0.691497,1
Yellow_36mm (14).jpg,Yellow,36mm (14),0.05498,9422470,5191,0.726051,2
Yellow_36mm (15).jpg,Yellow,36mm (15),0.061714,10795396,5303,0.762518,2
Yellow_36mm (16).jpg,Yellow,36mm (16),0.053943,9140069,6378,0.717424,2
Yellow_36mm (17).jpg,Yellow,36mm (17),0.061513,10515461,6478,0.728612,2
Yellow_36mm (18).jpg,Yellow,36mm (18),0.04929,8168552,2509,0.728283,1
Yellow_36mm (19).jpg,Yellow,36mm (19),0.05571,9347421,4605,0.734116,2
Yellow_36mm (2).jpg,Yellow,36mm (2),0.02702,4641155,2498,0.849811,1
Yellow_36mm (20).jpg,Yellow,36mm (20),0.067113,11251323,4654,0.755202,2
Yellow_36mm (21).jpg,Yellow,36mm (21),0.047585,7798122,3640,0.756214,1
Yellow_36mm (22).jpg,Yellow,36mm (22),0.054035,9401201,6024,0.777345,2
Yellow_36mm (23).jpg,Yellow,36mm (23),0.059771,10544958,6888,0.792339,2
Yellow_36mm (24).jpg,Yellow,36mm (24),0.065984,11292957,9610,0.790679,2
Yellow_36mm (25).jpg,Yellow,36mm (25),0.046711,7596570,2747,0.687054,1
Yellow_36mm (26).jpg,Yellow,36mm (26),0.061074,10465475,2690,0.742725,2
Yellow_36mm (27).jpg,Yellow,36mm (27),0.04006,6614933,2309,0.680083,1
Yellow_36mm (28).jpg,Yellow,36mm (28),0.047544,8156200,6548,0.737499,1
Yellow_36mm (29).jpg,Yellow,36mm (29),0.063402,11041270,6594,0.747052,2
Yellow_36mm (3).jpg,Yellow,36mm (3),0.034514,5676802,2446,0.76201,1
Yellow_36mm (30).jpg,Yellow,36mm (30),0.049485,8198808,4360,0.706326,1
Yellow_36mm (31).jpg,Yellow,36mm (31),0.038321,6511675,3126,0.738002,1
Yellow_36mm (32).jpg,Yellow,36mm (32),0.044749,7723198,3620,0.760748,1
Yellow_36mm (33).jpg,Yellow,36mm (33),0.054591,9631584,6732,0.759993,2
Yellow_36mm (34).jpg,Yellow,36mm (34),0.05524,9640188,1878,0.74861,2
Yellow_36mm (35).jpg,Yellow,36mm (35),0.065181,11199049,1917,0.737794,2
Yellow_36mm (36).jpg,Yellow,36mm (36),0.063708,10775063,2615,0.751418,2
Yellow_36mm (37).jpg,Yellow,36mm (37),0.048389,8069773,3425,0.703083,1
Yellow_36mm (38).jpg,Yellow,36mm (38),0.056813,9922278,5452,0.744781,2
Yellow_36mm (39).jpg,Yellow,36mm (39),0.067208,11600194,5296,0.740277,2
Yellow_36mm (4).jpg,Yellow,36mm (4),0.04075,6862304,4496,0.768739,1
Yellow_36mm (40).jpg,Yellow,36mm (40),0.05482,8986670,2773,0.704525,1
Yellow_36mm (41).jpg,Yellow,36mm (41),0.061347,10389012,4727,0.735571,2
Yellow_36mm (42).jpg,Yellow,36mm (42),0.069951,11796876,4708,0.755301,2
Yellow_36mm (43).jpg,Yellow,36mm (43),0.061724,10339028,5137,0.73123,2
Yellow_36mm (44).jpg,Yellow,36mm (44),0.068496,11821084,5570,0.745287,2
Yellow_36mm (45).jpg,Yellow,36mm (45),0.046026,7240397,3412,0.638974,1
Yellow_36mm (46).jpg,Yellow,36mm (46),0.054027,9042715,3344,0.68181,1
